uniq_id;product_name;image;category_level_1;category_level_2;category_level_3;category_level_4;category_level_5;category_level_6;category_level_7;filtered_text;split
7c785e9e26092c0b6ed038085e90d89d;House This Yellow 150 cm Table Runner;7c785e9e26092c0b6ed038085e90d89d.jpg;Home Furnishing ; Kitchen & Dining Linen ; Table Runners;Non spécifié;Non spécifié;Non spécifié;Non spécifié;house yellow 150 table runner;train
159b45e4dede207f28319bf1cacee3bc;MSenterprises Floral Cushions Cover;159b45e4dede207f28319bf1cacee3bc.jpg;Home Furnishing ; Living;Non spécifié;Non spécifié;Non spécifié;Non spécifié;Non spécifié;floral cushion cover pack brown pack cushion cover pack cushion cover;train
29def171d7e31d48571a52f0fb3e6b07;Ech oly Ceramic Inside Fitting Hookah Mouth Tip;29def171d7e31d48571a52f0fb3e6b07.jpg;Home Decor & Festive Needs ; Table Decor & Handicrafts ; Table Decor ; Hookah Mouth Tips ; Ech oly Hookah Mouth Tips ; Ech oly Ceramic Inside Fitting Hookah Mouth Tip ...;Non spécifié;ceramic inside fitting hookah tip black 699 durable used long time made high quality special material rubber ring prevent remove using time rubber ring ceramic inside fitting hookah tip black general brand model number durable type inside fitting material ceramic pack color black box pack;train
394c2c627914e1eed9b8ac343583a679;Asus RT-N12 LX 300Mbps Wireless Router;394c2c627914e1eed9b8ac343583a679.jpg;Computers ; Network Components ; Routers ; Asus Routers;Non spécifié;Non spécifié;Non spécifié;asus wireless router;train
15f45d08050e8ba24a14804cba000589;Denver Hamilton Pride Combo Set;15f45d08050e8ba24a14804cba000589.jpg;Beauty and Personal Care ; Fragrances ; Deodorants ; Combos ; Denver Combos;Non spécifié;Non spécifié;denver pride combo set online 350;train
d8ef80a8ba345dedc9f944cf21201988;Hako 45W Magsafe Laptop Charger For APPLE MacBook Air 13 MB003JA 45 Adapter;d8ef80a8ba345dedc9f944cf21201988.jpg;Computers ; Laptop Accessories ; Laptop Adapters ; Hako Laptop Adapters ; Hako 45W Magsafe Laptop Charger For APPLE MacBoo...;Non spécifié;Non spécifié;hako magsafe laptop charger apple macbook air adapter designed apple macbook air magsafe hako magsafe laptop charger apple macbook air adapter 1,799 hako laptop adapter come high quality certification compatible brand adapter protect laptop adapter come hako magsafe laptop charger apple macbook air adapter general brand hako designed apple macbook air magsafe sale package laptop adapter model name apple macbook air magsafe model magsafe laptop charger apple macbook air power power consumption warranty covered warranty manufacturing defect warranty summary year warranty warranty service type warranty customer need contact seller nearest service center service center available area need courier seller send courier covered warranty damage covered warranty;train
a863d956964ed41b7c90f5138dc69db5;4D Lenovo IdeaPad Y430g 6 Cell Laptop Battery;a863d956964ed41b7c90f5138dc69db5.jpg;Computers ; Laptop Accessories ; Batteries ; 4D Batteries;Non spécifié;Non spécifié;Non spécifié;cell laptop battery;train
5fdb912462da9891e5b21c677ceb15e4;brass gift center Showpiece  -  48 cm;5fdb912462da9891e5b21c677ceb15e4.jpg;Home Decor & Festive Needs ; Religion & Devotion ; brass gift center Religion & Devotion ; brass gift center Showpiece  -  48 cm (Brass, Mu...;Non spécifié;Non spécifié;Non spécifié;brass gift center showpiece brass height width weight brass gift center showpiece brass multicolor general brand brass gift center model number showpiece type figurine material brass color multicolor dimension weight height width depth box sale package one piece;train
dfbd96036cbc28566e964cff04b5b3a8;Rama Floral Single Quilts & Comforters Pink-Red;dfbd96036cbc28566e964cff04b5b3a8.jpg;Home Furnishing ; Bed Linen ; Blankets, Quilts & Dohars;Non spécifié;Non spécifié;Non spécifié;Non spécifié;floral single quilt comforter pink red;train
d77279c8268e231b685cdbaf299e83f2;Sonata 7016YM09 Watch;d77279c8268e231b685cdbaf299e83f2.jpg;Watches ; Wrist Watches ; Sonata Wrist Watches;Non spécifié;Non spécifié;Non spécifié;Non spécifié;sonata watch sonata watch online india great discount;train
998a39dca0ef610c3a0ea4e9cc6e1681;Tuktuk Abstract Single Dohar Black;998a39dca0ef610c3a0ea4e9cc6e1681.jpg;Home Furnishing ; Bed Linen ; Blankets, Quilts & Dohars;Non spécifié;Non spécifié;Non spécifié;Non spécifié;abstract single dohar black 399;train
7cf36a3f1f2bd785954cc876a941da40;KLOCX Analog Wall Clock;7cf36a3f1f2bd785954cc876a941da40.jpg;Home Decor & Festive Needs ; Wall Decor & Clocks ; Clocks ; Wall Clocks ; KLOCX Wall Clocks ; KLOCX Analog Wall Clock (Black, With Glass);Non spécifié;analog wall clock black round width height analog wall clock black glass general model number dimension dimension 4.4 height width body dial shape round;train
6c53dbd7a9d43744920bfae3bc06327f;Timewel 1100-N31 Analog Watch  - For Men;6c53dbd7a9d43744920bfae3bc06327f.jpg;Watches ; Wrist Watches ; Timewel Wrist Watches;Non spécifié;Non spécifié;Non spécifié;Non spécifié;timewel 1100 analog watch men timewel 1100 analog watch men 1100 online india great discount;train
26989e846c2096a5b59b59cbea2cc7ab;Tenda A6;26989e846c2096a5b59b59cbea2cc7ab.jpg;Computers ; Network Components ; Routers ; Tenda Routers;Non spécifié;Non spécifié;Non spécifié;tenda;train
f01140c02fd09e5c56312a64fa8db3da;Cookart Elegant S.S. Handi With Hot Pot Pack of 4 Casserole Set;f01140c02fd09e5c56312a64fa8db3da.jpg;Kitchen & Dining ; Cookware ; Casserole & Sets ; Cookart Casserole & Sets ; Cookart Elegant S.S. Handi With Hot Pot Pack of ...;Non spécifié;Non spécifié;cookart elegant handi hot pot pack casserole set pack cook serve casserole cookart elegant handi hot pot pack casserole set 1500 699 cookart perfect style durability piece stainless steel casserole handi set perfect addition kitchen set made finest quality stainless steel material high quality material also take care health handi capacity cookart elegant handi hot pot pack casserole set 1500 care use microwave safe general brand cookart casserole type cook serve casserole model number type casserole set model name elegant handi hot pot material stainless steel capacity 1500 color silver body design lid included yes non stick coating box sale package casserole handi pack;train
9f141b3c3d9096f5a897d01b48e3b360;Rega IT Hp Pavilion G6-1240SG G6-1241EA (65) 65 Adapter;9f141b3c3d9096f5a897d01b48e3b360.jpg;Computers ; Laptop Accessories ; Adapters ; Rega IT Adapters;Non spécifié;Non spécifié;Non spécifié;rega pavilion adapter 699;train
e2ae2af58ac50adf4881751ae84a9d8a;JRB 1042 Smallest Mobile Powered By OTG Enabled Android Smart Phone Portable 1042 USB Fan;e2ae2af58ac50adf4881751ae84a9d8a.jpg;Computers ; Laptop Accessories ; USB Gadgets ; JRB USB Gadgets ; JRB 1042 Smallest Mobile Powered By OTG Enabled ...;Non spécifié;Non spécifié;jrb 1042 smallest mobile powered otg enabled android smart phone portable 1042 usb fan system requirement otg enabled android smart phone material plastic jrb 1042 smallest mobile powered otg enabled android smart phone portable 1042 usb fan multicolor general brand jrb type usb fan system requirement otg enabled android smart phone material plastic model name 1042 smallest mobile powered otg enabled android smart phone model portable 1042 color multicolor box sale package micro usb fan;train
952a100cf3a5bdf2d655e9cdca0e9dd5;Casotec Lightning 272017A USB USB Cable;952a100cf3a5bdf2d655e9cdca0e9dd5.jpg;Computers ; Laptop Accessories ; USB Gadgets ; Casotec USB Gadgets;Non spécifié;Non spécifié;Non spécifié;casotec usb usb cable purple 299 casotec universal cable ensuring complete charger device connect pin connector micro usb connector android device connect usb side wall charger adapter usb hub charger computer design make cable ideal bag simply end cable cable store without getting casotec universal cable ensuring complete charger device connect pin connector micro usb connector android device connect usb side wall charger adapter usb hub charger computer design make cable ideal bag simply end cable cable store without getting;train
b515014adccb1fdf5ff1e2c4a8ff9ea6;Artisan Creation Checkered Single Quilts & Comforters Brown;b515014adccb1fdf5ff1e2c4a8ff9ea6.jpg;Home Furnishing ; Bed Linen ; Blankets, Quilts & Dohars;Non spécifié;Non spécifié;Non spécifié;Non spécifié;artisan creation checkered single quilt comforter brown single bed quilt presenting world famous pure cotton velvet single bed quilt traditional print rajasthan good looking fluffy handmade indian quilt specialty jaipur quilt enhance beauty home designed white check brown quilt made fine polyfill filling reversible one side velvet beautifull colour velvet presenting world famous pure cotton velvet single bed quilt traditional print rajasthan good looking fluffy handmade indian quilt specialty jaipur quilt enhance beauty home designed white check brown quilt made fine polyfill filling reversible one side velvet beautifull colour velvet;train
020d2daba55a723128e4e07c0b0393a9;Oxyglow Fruit Massage Cream With Vitamin-E & Gold Facial Kit;020d2daba55a723128e4e07c0b0393a9.jpg;Beauty and Personal Care ; Combos and Kits ; Oxyglow Combos and Kits;Non spécifié;Non spécifié;Non spécifié;Non spécifié;oxyglow fruit massage cream vitamin gold kit online oxyglow fruit massage cream vitamin gold kit best;train
285075cfac3036e8d51591dfe5ba24ab;Raymond Abstract Double Blanket Pink;285075cfac3036e8d51591dfe5ba24ab.jpg;Home Furnishing ; Bed Linen ; Blankets, Quilts & Dohars;Non spécifié;Non spécifié;Non spécifié;Non spécifié;raymond abstract double blanket pink;train
cc2e2bb105a5c2b2e43842886d057b81;Lal Haveli Traditional Hand Crafted Beautiful Iron Musician 5 Pcs Set Showpiece  -  33 cm;cc2e2bb105a5c2b2e43842886d057b81.jpg;Home Decor & Festive Needs ; Showpieces ; Ethnic ; Lal Haveli Ethnic;Non spécifié;Non spécifié;Non spécifié;lal haveli traditional hand crafted beautiful iron musician pc set showpiece online lal haveli traditional hand crafted beautiful iron musician pc set showpiece best;train
04f9f818e2d657b873b07578cfe2eade;Monil Cow With Calf Showpiece  -  10.2 cm;04f9f818e2d657b873b07578cfe2eade.jpg;Home Decor & Festive Needs ; Showpieces ; Ethnic ; Monil Ethnic;Non spécifié;Non spécifié;Non spécifié;cow showpiece online cow showpiece best;train
2aaa6083689193df5ab01fe37dea1b5e;Services Junction Gold Plated Ganesh Idol Showpiece For Pooja Showpiece  -  6.5 cm;2aaa6083689193df5ab01fe37dea1b5e.jpg;Home Decor & Festive Needs ; Showpiece ; Contemporary ; Services Junction Contemporary ; Services Junction Gold Plated Ganesh Idol Showpi...;Non spécifié;Non spécifié;service junction gold plated ganesh idol showpiece pooja showpiece 6.5 lord ganesha ganesh ganpati god gift material clay package content statue packaging box packed bubble wrapped dimension approx care instruction clean damp cloth service junction gold plated ganesh idol showpiece pooja showpiece 6.5 pottery gold hard find unique poster gold finish huge collection favorite god goddess brass idol god ganesha home simply home hindu way ganesha beyond india known many ganesha elephant head make easy ganesha art science intellect god start image represent actual color image may slightly service junction gold plated ganesh idol showpiece pooja showpiece 6.5 pottery gold general brand service junction model number shade golden type contemporary religious idol antique model name gold plated ganesh idol showpiece pooja material pottery color gold dimension weight height 6.5 width 3.5 depth box sale package ganesha idol pack additional lord ganesha ganesh ganpati god gift material clay package content statue packaging box packed bubble wrapped dimension approx care instruction clean damp cloth water water resistant;train
dd0e3470a7e6ed76fd69c2da27721041;T STAR UFT-TSW-005-BK-BR Analog Watch  - For Boys;dd0e3470a7e6ed76fd69c2da27721041.jpg;Watches ; Wrist Watches ; T STAR Wrist Watches;Non spécifié;Non spécifié;Non spécifié;Non spécifié;analog watch boy 399 whether way work travelling family accessory like watch belt help add touch class regular daily wear come suave leather belt designed finished rest whether way work travelling family accessory like watch belt help add touch class regular daily wear come suave leather belt designed finished rest;train
9823c07cc256788556e424307f5ae9b6;Noise NOSWW032 I M Famous Analog Watch  - For Women, Men;9823c07cc256788556e424307f5ae9b6.jpg;Watches ; Wrist Watches ; Noise Wrist Watches;Non spécifié;Non spécifié;Non spécifié;Non spécifié;famous analog watch woman men famous analog watch woman men online rs.999 india buckle clasp round dial sky blue strap great discount;train
5dbf978ab2cf9d2da6446d3e4595f690;Printland PMR1834 Ceramic Mug;5dbf978ab2cf9d2da6446d3e4595f690.jpg;Kitchen & Dining ; Coffee Mugs ; Printland Coffee Mugs;Non spécifié;Non spécifié;Non spécifié;Non spécifié;printland ceramic mug 350 299 printland coffee mug adorable fantastic coffee mug one enjoy morning coffee tea huge mug made ceramic material perfect add kitchen wardrobe look stylish elegant serve tea coffee mug casual get together home also perfect gift presented loved one printland coffee mug adorable fantastic coffee mug one enjoy morning coffee tea huge mug made ceramic material perfect add kitchen wardrobe look stylish elegant serve tea coffee mug casual get together home also perfect gift presented loved one;train
273982a65b9c7dabe56c8345552bfad7;Pristine Hard Anodised Kadhai 2 L;273982a65b9c7dabe56c8345552bfad7.jpg;Kitchen & Dining ; Cookware ; Pots & Pans ; Woks & Kadhais ; Pristine Woks & Kadhais;Non spécifié;Non spécifié;hard anodised kadhai aluminium 899 manufacturer range cookware carry experience two iso certified art manufacturing spread area manufactured pas quality control check deliver quality customer factory packed attractive gift box making ideal gifting solution effort making kitchen place enhancing convenience time reflect modern provide quality affordable manufacturer range cookware carry experience two iso certified art manufacturing spread area manufactured pas quality control check deliver quality customer factory packed attractive gift box making ideal gifting solution effort making kitchen place enhancing convenience time reflect modern provide quality affordable;train
